_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
1630595,Cade Cunningham,2026,DET,PG,33.929,5.383,4.104,1.279,10.44,Shot Creator,Chaser
1630596,Evan Mobley,2026,CLE,PF,31.909,3.067,1.721,1.346,7.146,Shot Creator,Mobile Big
1630598,Aaron Wiggins,2026,OKC,SG,21.751,-0.34,-0.754,0.414,1.878,Movement Shooter,Helper
1630604,E.J. Liddell,2026,BRK,PF,13.43,-1.411,-1.326,-0.085,0.23,Movement Shooter,Helper
1630610,Dejon Jarreau,2026,MEM,SG,20.976,-1.964,-1.565,-0.399,0.073,Secondary Ball Handler,Chaser
1630611,Gui Santos,2026,GSW,PF,20.518,0.102,-0.674,0.776,2.24,Shot Creator,Helper
1630619,Moussa Cisse,2026,DAL,C,13.936,0.056,-1.642,1.698,0.835,Roll + Cut Big,Anchor Big
1630623,Tyson Etienne,2026,BRK,PG,15.834,-2.449,-0.705,-1.745,0.006,Movement Shooter,Point of Attack
1630631,Jose Alvarado,2026,NOP/NYK,PG,19.857,-1.452,-0.463,-0.989,0.867,Primary Ball Handler,Chaser
1630643,Jay Huff,2026,IND,C,20.964,-0.393,-0.798,0.405,2.226,Stretch Big,Mobile Big
1630679,Ethan Thompson,2026,IND,SG,20.41,-1.015,-1.02,0.005,0.591,Movement Shooter,Chaser
1630692,Jordan Goodwin,2026,PHO,PG,22.45,1.917,1.064,0.853,4.306,Movement Shooter,Wing Stopper
1630695,Micah Potter,2026,IND,C,19.324,-0.151,-0.197,0.046,1.314,Stretch Big,Mobile Big
1630696,Dru Smith,2026,MIA,SG,16.302,0.483,-0.865,1.348,2.105,Shot Creator,Point of Attack
1630700,Dyson Daniels,2026,ATL,SG,33.149,2.287,0.38,1.907,7.478,Primary Ball Handler,Point of Attack
1630702,Jaden Hardy,2026,DAL/WAS,SG,15.754,-2.372,-0.192,-2.181,0.056,Shot Creator,Low Activity
1630703,Scoot Henderson,2026,POR,PG,24.927,-0.971,-0.198,-0.773,0.698,Shot Creator,Point of Attack
1630811,Keaton Wallace,2026,ATL,PG,10.111,-1.246,-1.103,-0.143,0.408,Secondary Ball Handler,Point of Attack
1631093,Jaden Ivey,2026,DET/CHI,SG,18.113,-1.508,-0.829,-0.679,0.4,Movement Shooter,Point of Attack
1631094,Paolo Banchero,2026,ORL,PF,34.744,0.875,0.98,-0.105,5.229,Shot Creator,Wing Stopper
1631095,Jabari Smith Jr.,2026,HOU,PF,35.131,0.822,0.041,0.781,5.565,Movement Shooter,Helper
1631096,Chet Holmgren,2026,OKC,PF,28.944,5.103,1.638,3.465,9.283,Shot Creator,Mobile Big
1631097,Bennedict Mathurin,2026,IND/LAC,SF,30,-0.031,0.227,-0.259,2.466,Shot Creator,Chaser
1631099,Keegan Murray,2026,SAC,PF,34.48,-0.378,-1.1,0.722,1.034,Movement Shooter,Wing Stopper
1631101,Shaedon Sharpe,2026,POR,SG,29.423,-1.205,0.264,-1.469,1.157,Shot Creator,Chaser
1631104,Blake Wesley,2026,POR,SG,11.637,-1.462,-0.835,-0.627,0.226,Shot Creator,Chaser
1631105,Jalen Duren,2026,DET,C,28.225,3.992,2.617,1.375,7.905,Shot Creator,Mobile Big
1631106,Tari Eason,2026,HOU,PF,25.814,0.136,-0.358,0.494,2.52,Stationary Shooter,Wing Stopper
1631107,Nikola Jovic,2026,MIA,PF,17.191,-1.459,-1.22,-0.239,0.507,Shot Creator,Helper
1631108,Max Christie,2026,DAL,SG,29.146,-2.115,-1.518,-0.597,0.496,Movement Shooter,Point of Attack
1631109,Mark Williams,2026,PHO,C,23.598,0.765,-0.529,1.294,2.862,Roll + Cut Big,Mobile Big
1631110,Jeremy Sochan,2026,SAS/NYK,PF,10.646,-2.423,-1.96,-0.463,0.015,Stretch Big,Wing Stopper
1631113,Kennedy Chandler,2026,UTA,PG,32.292,-1.274,-0.222,-1.052,0.264,Primary Ball Handler,Chaser
1631114,Jalen Williams,2026,OKC,SG,28.36,1.597,1.441,0.156,2.378,Shot Creator,Wing Stopper
1631119,Jaylin Williams,2026,OKC,PF,19.649,0.998,-1.117,2.115,2.768,Stationary Shooter,Anchor Big
1631121,Bryce Mcgowens,2026,NOP,SG,20.949,-1.288,-0.348,-0.94,0.646,Stationary Shooter,Wing Stopper
1631123,Jamaree Bouyea,2026,PHO,PG,13.998,-0.269,-0.51,0.24,0.884,Slasher,Point of Attack
1631124,Julian Strawther,2026,DEN,SG,15.099,-2.076,-1.232,-0.844,0.211,Movement Shooter,Low Activity
1631126,Caleb Love,2026,POR,SG,20.663,-2.419,-0.441,-1.979,0.034,Secondary Ball Handler,Chaser
1631128,Christian Braun,2026,DEN,SG,31.795,-0.326,-0.361,0.035,1.87,Stationary Shooter,Point of Attack
1631131,Oscar Tshiebwe,2026,UTA,C,16.608,-0.345,0.121,-0.466,0.594,Roll + Cut Big,Mobile Big
1631132,Christian Koloko,2026,LAL/MEM/ATL,C,13.208,-1.424,-1.941,0.517,0.232,Athletic Finisher,Mobile Big
1631133,Jabari Walker,2026,PHI,PF,11.9,-1.404,-1.391,-0.013,0.505,Stretch Big,Helper
1631157,Ryan Rollins,2026,MIL,PG,32.1,-0.668,-0.299,-0.368,2.667,Primary Ball Handler,Point of Attack
1631159,Leonard Miller,2026,MIN/CHI,SF,15.621,-0.993,0.159,-1.152,0.66,Stationary Shooter,Helper
1631165,Keon Ellis,2026,SAC/CLE,SG,20.536,-0.177,-1.244,1.067,2.115,Movement Shooter,Point of Attack
1631169,Josh Minott,2026,BOS/BRK,PF,17.012,-0.349,-1.001,0.653,1.103,Movement Shooter,Wing Stopper
1631170,Jaime Jaquez Jr.,2026,MIA,SF,28.281,-1.522,-0.649,-0.873,1.249,Shot Creator,Helper
1631172,Ousmane Dieng,2026,OKC/MIL,C,19.287,-1.62,-1.16,-0.46,0.58,Secondary Ball Handler,Helper
1631174,Tyler Burton,2026,MEM,SF,25.561,-2.616,-1.387,-1.229,-0.027,Movement Shooter,Helper
1631199,Ron Harper Jr.,2026,BOS,SF,10.948,-0.434,-0.283,-0.151,0.403,Movement Shooter,Chaser
1631200,Kris Murray,2026,POR,SF,23.386,-1.745,-1.73,-0.014,0.6,Stationary Shooter,Helper
1631204,Marcus Sasser,2026,DET,PG,12.012,-2.122,-1.168,-0.953,0.099,Secondary Ball Handler,Point of Attack
1631207,Dalen Terry,2026,CHI/PHI,SG,11.479,-0.726,-1.187,0.46,0.598,Stationary Shooter,Point of Attack
1631212,Peyton Watson,2026,DEN,SF,29.586,-1.281,-1.022,-0.258,1.181,Movement Shooter,Point of Attack
1631213,Tyrese Martin,2026,BRK/PHI,SG,16.882,-1.045,-0.644,-0.401,0.688,Secondary Ball Handler,Chaser
1631217,Moussa Diabate,2026,CHO,C,26.008,1.816,0.229,1.587,5.083,Roll + Cut Big,Mobile Big
1631221,Collin Gillespie,2026,PHO,PG,28.52,1.913,0.678,1.235,6.245,Primary Ball Handler,Point of Attack
1631222,Jake Laravia,2026,LAL,PF,25.138,-1.177,-0.61,-0.566,1.658,Stationary Shooter,Point of Attack
1631230,Dominick Barlow,2026,PHI,PF,23.78,-0.903,-1.404,0.502,1.647,Athletic Finisher,Wing Stopper
1631243,Mouhamed Gueye,2026,ATL,PF,15.306,0.353,-1.508,1.862,2.078,Stationary Shooter,Helper
1631245,Quenton Jackson,2026,IND,PG,18.313,-1.161,-0.376,-0.785,0.73,Primary Ball Handler,Point of Attack
1631246,Vince Williams Jr.,2026,MEM/UTA,SG,20.482,-1.32,-0.716,-0.605,0.585,Primary Ball Handler,Wing Stopper
1631248,Baylor Scheierman,2026,BOS,SG,18.558,-0.292,-0.495,0.202,1.941,Movement Shooter,Wing Stopper
1631250,Pete Nance,2026,MIL,PF,15.681,-1.675,-1.47,-0.206,0.364,Movement Shooter,Helper
1631255,Karlo Matkovic,2026,NOP,PF,14.705,-0.661,-1.094,0.433,1.027,Stretch Big,Helper
1631260,Aj Green,2026,MIL,SG,29.1,-1.072,-0.412,-0.66,1.973,Movement Shooter,Chaser
1631288,Jamal Cain,2026,ORL,SF,12.147,-0.72,-0.502,-0.218,0.529,Movement Shooter,Point of Attack
1631321,Sidy Cissoko,2026,POR,SF,19.131,-1.68,-2.342,0.663,0.704,Stationary Shooter,Helper
1631323,Simone Fontecchio,2026,MIA,SF,16.747,-0.386,0.56,-0.946,1.523,Off Screen Shooter,Helper
1631342,Daeqwon Plowden,2026,SAC,SG,26.385,-1.724,-0.904,-0.82,0.391,Movement Shooter,Point of Attack
1631351,Lucas Williamson,2026,MEM,SG,31.962,-2.245,-1.171,-1.073,0.032,Movement Shooter,Chaser
1631466,Nate Williams,2026,GSW,SG,17.082,-2.478,-1.112,-1.366,-0.001,Stationary Shooter,Wing Stopper
1641705,Victor Wembanyama,2026,SAS,C,29.148,7.647,3.655,3.992,11.25,Shot Creator,Anchor Big
1641706,Brandon Miller,2026,CHO,SF,30.279,1.325,1.195,0.13,4.668,Shot Creator,Chaser
1641707,Taylor Hendricks,2026,UTA/MEM,PF,18.956,-2,-1.634,-0.366,0.327,Stationary Shooter,Helper
1641708,Amen Thompson,2026,HOU,PG,37.378,2.036,1.077,0.959,8.308,Shot Creator,Point of Attack
1641709,Ausar Thompson,2026,DET,SF,25.963,2.821,-0.109,2.93,6.247,Roll + Cut Big,Point of Attack
1641710,Anthony Black,2026,ORL,PG,29.841,0.459,0.202,0.257,3.495,Primary Ball Handler,Point of Attack
1641711,Gradey Dick,2026,TOR,SG,14.033,-2.484,-1.8,-0.684,-0.007,Movement Shooter,Low Activity
1641712,Rayan Rupert,2026,POR/MEM,SG,16.755,-3.363,-2.864,-0.498,-0.58,Stationary Shooter,Chaser
1641713,Gg Jackson,2026,MEM,PF,21.412,-0.846,-0.762,-0.084,1.191,Shot Creator,Wing Stopper
1641715,Cam Whitmore,2026,WAS,SF,16.853,-2.081,-0.788,-1.294,0.086,Shot Creator,Helper
1641716,Jarace Walker,2026,IND,PF,25.7,-2.681,-1.436,-1.245,-0.247,Movement Shooter,Helper
1641717,Cason Wallace,2026,OKC,SG,26.569,2.172,-0.478,2.649,5.928,Secondary Ball Handler,Point of Attack
1641718,Keyonte George,2026,UTA,PG,33.076,-0.645,1.094,-1.739,2.03,Primary Ball Handler,Chaser
1641722,Jordan Hawkins,2026,NOP,SG,13.566,-3.985,-1.985,-2,-0.632,Off Screen Shooter,Chaser
1641724,Jett Howard,2026,ORL,SF,12.64,-1.609,0.017,-1.626,0.372,Movement Shooter,Chaser
1641729,Brice Sensabaugh,2026,UTA,SF,23.49,-1.886,0.259,-2.145,0.639,Movement Shooter,Helper
1641730,Noah Clowney,2026,BRK,PF,26.969,-2.836,-1.901,-0.936,-0.395,Movement Shooter,Wing Stopper
1641731,Bilal Coulibaly,2026,WAS,SG,26.206,-1.73,-1.678,-0.051,0.675,Secondary Ball Handler,Wing Stopper
1641733,Nick Smith Jr.,2026,LAL,SG,12.495,-2.657,-0.989,-1.668,-0.042,Shot Creator,Point of Attack
1641737,Adem Bona,2026,PHI,C,17.38,-0.914,-2.059,1.145,1.195,Roll + Cut Big,Mobile Big
1641738,Kobe Brown,2026,LAC/IND,PF,15.775,-2.938,-1.557,-1.381,-0.273,Movement Shooter,Helper
1641739,Toumani Camara,2026,POR,PF,33.305,-0.023,-0.956,0.934,4.171,Stationary Shooter,Wing Stopper
1641740,Jaylen Clark,2026,MIN,SG,13.051,-0.683,-0.465,-0.219,0.988,Stationary Shooter,Point of Attack
1641744,Zach Edey,2026,MEM,C,25.8,0.912,-0.944,1.857,0.6,Post Scorer,Anchor Big
1641750,Ryan Kalkbrenner,2026,CHO,C,21.432,-0.503,-1.988,1.485,1.813,Roll + Cut Big,Anchor Big
1641757,Jordan Miller,2026,LAC,SF,22.078,-0.766,0.195,-0.962,1.405,Shot Creator,Chaser
1641764,Brandin Podziemski,2026,GSW,SG,28.443,0.183,-0.587,0.77,3.863,Primary Ball Handler,Chaser
1641765,Olivier-Maxence Prosper,2026,MEM,PF,18.556,-2.116,-1.328,-0.787,0.217,Stretch Big,Mobile Big
1641767,Ben Sheppard,2026,IND,SG,21.389,-2.008,-1.241,-0.767,0.399,Movement Shooter,Chaser
1641771,Jalen Slawson,2026,IND,SF,23.886,-0.192,-0.899,0.708,0.441,Movement Shooter,Helper
1641772,Nae'Qwan Tomlin,2026,CLE,PF,15.68,-0.61,-0.509,-0.101,1.163,Stationary Shooter,Helper
1641774,Tristan Vukcevic,2026,WAS,C,13.692,-0.821,-0.21,-0.611,0.689,Stretch Big,Mobile Big
1641775,Jordan Walsh,2026,BOS,PF,17.819,-0.494,-1.186,0.692,1.493,Stationary Shooter,Point of Attack
1641778,Leaky Black,2026,WAS,SF,28.87,-2.759,-2.475,-0.283,-0.076,Stationary Shooter,Chaser
1641783,Tristan Da Silva,2026,ORL,SF,24.666,-0.717,-0.838,0.121,2.073,Movement Shooter,Helper
1641790,Pj Hall,2026,MEM/CHO,C,11.228,-1.52,-1.519,-0.001,0.126,Roll + Cut Big,Anchor Big
1641796,Pelle Larsson,2026,MIA,SG,26.415,0.073,-0.451,0.524,2.935,Shot Creator,Chaser
1641824,Matas Buzelis,2026,CHI,PF,29.196,-0.789,-0.679,-0.11,2.353,Movement Shooter,Helper
1641842,Ronald Holland Ii,2026,DET,SF,19.873,-0.459,-2.017,1.558,1.943,Stationary Shooter,Point of Attack
1641854,Craig Porter Jr.,2026,CLE,PG,17.929,1.802,0.626,1.177,3.062,Secondary Ball Handler,Point of Attack
1641869,Malachi Smith,2026,BRK,SG,23.921,-1.741,-1.5,-0.241,0.163,Secondary Ball Handler,Helper
1641989,Elijah Harkless,2026,UTA,SG,20.953,-0.737,-0.717,-0.02,0.588,Primary Ball Handler,Point of Attack
1642258,Zaccharie Risacher,2026,ATL,SF,22.435,-0.39,-0.729,0.338,1.949,Movement Shooter,Helper
1642259,Alex Sarr,2026,WAS,C,27.179,-0.347,-1.089,0.742,1.727,Shot Creator,Mobile Big
1642261,Dalton Knecht,2026,LAL,SF,10.238,-3.698,-2.056,-1.642,-0.41,Movement Shooter,Helper
1642262,Cody Williams,2026,UTA,SG,24.335,-2.994,-2.332,-0.661,-0.518,Athletic Finisher,Point of Attack
1642263,Reed Sheppard,2026,HOU,SG,26.176,-1.786,-0.742,-1.044,0.912,Primary Ball Handler,Chaser
1642264,Stephon Castle,2026,SAS,PG,29.964,1.464,0.556,0.908,5.009,Primary Ball Handler,Point of Attack
1642265,Rob Dillingham,2026,MIN/CHI,PG,14.921,-3.154,-1.585,-1.569,-0.403,Shot Creator,Low Activity
1642266,Ja'Kobe Walter,2026,TOR,SG,20.464,-0.758,-0.994,0.235,1.57,Movement Shooter,Point of Attack
1642267,Bub Carrington,2026,WAS,PG,27.688,-5.555,-2.61,-2.945,-4.135,Primary Ball Handler,Point of Attack
1642268,Isaiah Collier,2026,UTA,PG,25.709,-2.264,-1.089,-1.175,0.196,Shot Creator,Point of Attack
1642269,Devin Carter,2026,SAC,PG,18.416,-0.046,0.173,-0.219,1.059,Primary Ball Handler,Point of Attack
1642270,Donovan Clingan,2026,POR,C,27.186,3.407,1.057,2.35,7.643,Stretch Big,Anchor Big
1642271,Kyle Filipowski,2026,UTA,C,23.388,-0.303,-0.366,0.063,2.433,Stationary Shooter,Helper
1642272,Jared Mccain,2026,PHI/OKC,SG,17.306,-2.656,-0.809,-1.847,-0.129,Secondary Ball Handler,Low Activity
1642273,Kyshawn George,2026,WAS,SF,28.977,-1.147,-0.942,-0.205,1.145,Primary Ball Handler,Wing Stopper
1642274,Yves Missi,2026,NOP,C,19.649,-0.477,-1.032,0.556,1.611,Roll + Cut Big,Mobile Big
1642275,Tidjane Salaun,2026,CHO,PF,15.547,-1.226,-1.512,0.286,0.445,Stationary Shooter,Helper
1642276,Kel'El Ware,2026,MIA,C,22.125,0.796,0.096,0.7,3.477,Stretch Big,Mobile Big
1642277,Johnny Furphy,2026,IND,SG,18.37,-0.786,-2.115,1.329,0.674,Stationary Shooter,Helper
1642278,Tyler Kolek,2026,NYK,PG,11.726,-1.055,-1.025,-0.03,0.64,Primary Ball Handler,Point of Attack
1642281,Jaylon Tyson,2026,CLE,SG,26.928,0.604,0.804,-0.2,3.414,Movement Shooter,Chaser
1642285,Cam Spencer,2026,MEM,SG,23.809,-0.256,0.99,-1.246,2.367,Primary Ball Handler,Low Activity
1642345,Oso Ighodaro,2026,PHO,PF,22.05,0.201,-1.308,1.509,3.015,Roll + Cut Big,Mobile Big
1642346,Ryan Dunn,2026,PHO,SF,19.355,-0.102,-0.711,0.609,2.002,Stationary Shooter,Helper
1642347,Jamal Shead,2026,TOR,PG,22.586,0.156,-0.117,0.273,3.037,Primary Ball Handler,Point of Attack
1642348,Justin Edwards,2026,PHI,SF,15.263,-1.759,-1.042,-0.717,0.431,Movement Shooter,Chaser
1642349,Ajay Mitchell,2026,OKC,SG,25.835,2.391,0.881,1.51,4.465,Primary Ball Handler,Point of Attack
1642354,Kj Simpson,2026,CHO/DEN,PG,12.878,-1.135,-0.716,-0.418,0.214,Secondary Ball Handler,Point of Attack
1642363,Nique Clifford,2026,SAC,SG,25.091,-1.112,-1.533,0.421,1.59,Movement Shooter,Chaser
1642364,Jamir Watkins,2026,WAS,SG,20.641,-1.392,-1.525,0.134,0.692,Movement Shooter,Point of Attack
1642366,Quinten Post,2026,GSW,PF,17.298,-0.592,-0.653,0.06,1.356,Stretch Big,Mobile Big
1642377,Jaylen Wells,2026,MEM,SG,26.383,-0.599,-0.44,-0.159,2.122,Movement Shooter,Point of Attack
1642380,Adama Bal,2026,MEM,SG,30.162,-2.963,-1.854,-1.109,-0.072,Movement Shooter,Helper
1642382,Branden Carlson,2026,OKC,C,11.621,-0.321,-0.45,0.13,0.654,Stretch Big,Anchor Big
1642383,Walter Clayton Jr.,2026,UTA/MEM,PG,20.442,-2.68,-1.173,-1.507,-0.178,Primary Ball Handler,Point of Attack
1642396,Blake Hinson,2026,UTA,SF,20.388,-0.959,-0.057,-0.902,0.268,Movement Shooter,Low Activity
1642450,Daniss Jenkins,2026,DET,PG,20.21,0.182,0.05,0.132,2.41,Primary Ball Handler,Point of Attack
1642461,Spencer Jones,2026,DEN,SF,22.135,-2.302,-2.526,0.224,0.15,Stationary Shooter,Wing Stopper
1642484,Rayj Dennis,2026,IND/LAC/ATL,PG,12.129,-1.403,-0.631,-0.772,0.137,Secondary Ball Handler,Point of Attack
1642502,Malevy Leons,2026,GSW,SF,11.056,-1.273,-1.041,-0.232,0.206,Athletic Finisher,Helper
1642504,Cormac Ryan,2026,MIL,SG,24.605,-0.732,-0.165,-0.567,0.293,Movement Shooter,Point of Attack
1642530,Yuki Kawamura,2026,CHI,PG,11.609,-0.414,-0.242,-0.172,0.268,Secondary Ball Handler,Point of Attack
1642843,Cooper Flagg,2026,DAL,SF,33.482,-0.155,-0.178,0.023,3.386,Shot Creator,Helper
1642844,Dylan Harper,2026,SAS,SG,22.577,0.947,0.479,0.467,3.326,Shot Creator,Point of Attack
1642845,Vj Edgecombe,2026,PHI,SG,34.975,0.001,-0.079,0.08,4.046,Primary Ball Handler,Point of Attack
1642846,Ace Bailey,2026,UTA,SF,27.605,-2.455,-0.915,-1.539,0.024,Movement Shooter,Helper
1642847,Jeremiah Fears,2026,NOP,PG,25.753,-1.468,-0.057,-1.411,1.314,Primary Ball Handler,Point of Attack
1642848,Tre Johnson,2026,WAS,SG,24.044,-4.404,-2.207,-2.197,-1.674,Secondary Ball Handler,Chaser
1642849,Nolan Traore,2026,BRK,PG,22.202,-3.395,-2.245,-1.151,-0.697,Primary Ball Handler,Point of Attack
1642851,Kon Knueppel,2026,CHO,SF,31.488,0.631,0.753,-0.122,4.942,Movement Shooter,Chaser
1642852,Derik Queen,2026,NOP,C,24.978,-0.512,-0.47,-0.042,2.469,Shot Creator,Mobile Big
1642853,Rasheer Fleming,2026,PHO,PF,12.242,-1.284,-0.925,-0.359,0.496,Stationary Shooter,Helper
1642854,Asa Newell,2026,ATL,PF,11.36,-1.204,-0.693,-0.511,0.393,Stationary Shooter,Helper
1642856,Egor Demin,2026,BRK,PG,25.156,-0.892,-1.018,0.126,1.285,Primary Ball Handler,Chaser
1642857,Kasparas Jakucionis,2026,MIA,PG,17.822,-0.759,-0.924,0.165,1.006,Shot Creator,Chaser
1642859,Jase Richardson,2026,ORL,SG,10.864,-2.163,-0.889,-1.273,0.112,Secondary Ball Handler,Point of Attack
1642860,Will Riley,2026,WAS,SF,22.06,-4.031,-1.446,-2.585,-1.535,Secondary Ball Handler,Low Activity
1642862,Liam Mcneeley,2026,CHO,SF,11.852,-0.398,-0.664,0.267,0.475,Movement Shooter,Low Activity
1642864,Hugo Gonzalez,2026,BOS,SF,14.644,-0.132,-1.981,1.849,1.581,Stationary Shooter,Wing Stopper
1642867,Collin Murray-Boyles,2026,TOR,PF,21.849,0.617,-0.586,1.202,2.402,Roll + Cut Big,Mobile Big
1642868,Carter Bryant,2026,SAS,PF,11.517,-1.235,-1.269,0.033,0.628,Stationary Shooter,Helper
1642869,Noah Penda,2026,ORL,SF,12.832,-0.747,-0.832,0.085,0.812,Stationary Shooter,Helper
1642874,Danny Wolf,2026,BRK,PF,20.825,-0.757,-1.496,0.739,1.267,Movement Shooter,Helper
1642875,Maxime Raynaud,2026,SAC,C,26.537,-2.333,-1.417,-0.916,0.17,Roll + Cut Big,Mobile Big
1642877,Micah Peavy,2026,NOP,SG,14.963,-1.327,-0.935,-0.392,0.648,Movement Shooter,Point of Attack
1642878,Tyrese Proctor,2026,CLE,PG,10.901,-0.665,0.477,-1.142,0.613,Secondary Ball Handler,Chaser
1642879,Ben Saraf,2026,BRK,SG,20.825,-3.575,-3.016,-0.559,-0.613,Slasher,Chaser
1642880,Kam Jones,2026,IND,SG,16.655,-3.597,-2.196,-1.4,-0.42,Primary Ball Handler,Point of Attack
1642882,Julian Reese,2026,WAS,PF,30.885,-1.946,-1.501,-0.445,0.131,Roll + Cut Big,Anchor Big
1642883,Sion James,2026,CHO,SG,22.474,-0.276,-1.385,1.109,2.522,Movement Shooter,Point of Attack
1642907,Cedric Coward,2026,MEM,SG,25.771,-1.173,-0.573,-0.601,1.288,Movement Shooter,Wing Stopper
1642914,Javon Small,2026,MEM,PG,20.241,-0.414,0.228,-0.643,1.064,Primary Ball Handler,Point of Attack
1642920,Kobe Sanders,2026,LAC,SG,19.895,-1.802,-1.048,-0.753,0.561,Movement Shooter,Chaser
1642928,Dylan Cardwell,2026,SAC,C,20.601,1.285,-1.375,2.66,2.127,Roll + Cut Big,Mobile Big
1642942,Jahmai Mashack,2026,MEM,SG,21.713,-3.693,-2.933,-0.76,-0.498,Athletic Finisher,Helper
1642948,Ryan Nembhard,2026,DAL,PG,19.513,-3.215,-1.958,-1.257,-0.529,Primary Ball Handler,Point of Attack
1642949,Yanic Konan Niederhauser,2026,LAC,C,10.333,-0.349,-1.585,1.236,0.56,Roll + Cut Big,Mobile Big
1642954,Will Richard,2026,GSW,SG,19.951,-0.731,-1.527,0.796,1.491,Movement Shooter,Point of Attack
1642962,Drake Powell,2026,BRK,SG,20.943,-4.799,-3.352,-1.447,-1.834,Movement Shooter,Chaser
1642967,John Poulakidas,2026,DAL,SG,19.494,-1.258,-0.496,-0.762,0.191,Off Screen Shooter,Chaser
1643007,Taelon Peter,2026,IND,SG,12.952,-2.336,-1.821,-0.515,0.042,Movement Shooter,Chaser
1643016,Bez Mbeng,2026,UTA,SG,32.812,-2.646,-2.619,-0.027,-0.052,Athletic Finisher,Point of Attack
1643018,Lj Cryer,2026,GSW,PG,16.227,-1.247,-0.1,-1.146,0.222,Off Screen Shooter,Chaser
1643052,Chaney Johnson,2026,BRK,SF,20.445,-0.915,-1.531,0.616,0.336,Athletic Finisher,Mobile Big
1643253,Toby Okani,2026,MEM,SG,36.181,-2.549,-1.395,-1.154,-0.01,Stationary Shooter,Helper
